lead_id,company,offer_name,sku,monthly_fee,setup_fee,neteller_link,entry_diagnostic
GEN-NEW-05267,Marietta Civil Services,Autonomous CAD-to-BOQ Takeoff & Estimating Copilot,AI-ASSISTANT-CONTECH-TAKEOFF,4500.0,3500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4500.00&currency=USD&item=AI-ASSISTANT-CONTECH-TAKEOFF,Complimentary CAD-to-BOQ Benchmark Audit on 1 Sample Drawing Set
GEN-NEW-05286,Boulder Civil Partners,Autonomous CAD-to-BOQ Takeoff & Estimating Copilot,AI-ASSISTANT-CONTECH-TAKEOFF,4500.0,3500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4500.00&currency=USD&item=AI-ASSISTANT-CONTECH-TAKEOFF,Complimentary CAD-to-BOQ Benchmark Audit on 1 Sample Drawing Set
GEN-NEW-05305,Orlando Civil Contractors,Autonomous CAD-to-BOQ Takeoff & Estimating Copilot,AI-ASSISTANT-CONTECH-TAKEOFF,4500.0,3500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4500.00&currency=USD&item=AI-ASSISTANT-CONTECH-TAKEOFF,Complimentary CAD-to-BOQ Benchmark Audit on 1 Sample Drawing Set
GEN-NEW-05324,Winston-Salem Civil Enterprises,Autonomous CAD-to-BOQ Takeoff & Estimating Copilot,AI-ASSISTANT-CONTECH-TAKEOFF,4500.0,3500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4500.00&currency=USD&item=AI-ASSISTANT-CONTECH-TAKEOFF,Complimentary CAD-to-BOQ Benchmark Audit on 1 Sample Drawing Set
GEN-NEW-05343,Dayton Civil Group,Autonomous CAD-to-BOQ Takeoff & Estimating Copilot,AI-ASSISTANT-CONTECH-TAKEOFF,4500.0,3500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4500.00&currency=USD&item=AI-ASSISTANT-CONTECH-TAKEOFF,Complimentary CAD-to-BOQ Benchmark Audit on 1 Sample Drawing Set
GEN-NEW-05254,Fort Collins Personal Injury Enterprises,24/7 AI Retainer Signer & Case Intake Specialist,AI-ASSISTANT-LEGAL-INTAKE,4000.0,2500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4000.00&currency=USD&item=AI-ASSISTANT-LEGAL-INTAKE,10-Minute Ghost Lead Intake Speed Audit
GEN-NEW-05273,St. Petersburg Personal Injury Group,24/7 AI Retainer Signer & Case Intake Specialist,AI-ASSISTANT-LEGAL-INTAKE,4000.0,2500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4000.00&currency=USD&item=AI-ASSISTANT-LEGAL-INTAKE,10-Minute Ghost Lead Intake Speed Audit
GEN-NEW-05292,Durham Personal Injury Solutions,24/7 AI Retainer Signer & Case Intake Specialist,AI-ASSISTANT-LEGAL-INTAKE,4000.0,2500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4000.00&currency=USD&item=AI-ASSISTANT-LEGAL-INTAKE,10-Minute Ghost Lead Intake Speed Audit
GEN-NEW-05311,Cleveland Personal Injury Systems,24/7 AI Retainer Signer & Case Intake Specialist,AI-ASSISTANT-LEGAL-INTAKE,4000.0,2500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4000.00&currency=USD&item=AI-ASSISTANT-LEGAL-INTAKE,10-Minute Ghost Lead Intake Speed Audit
GEN-NEW-05330,Mesa Personal Injury Services,24/7 AI Retainer Signer & Case Intake Specialist,AI-ASSISTANT-LEGAL-INTAKE,4000.0,2500.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=4000.00&currency=USD&item=AI-ASSISTANT-LEGAL-INTAKE,10-Minute Ghost Lead Intake Speed Audit
GEN-NEW-05264,Dallas Roofing Solutions,AI Storm Surge Lead Intake & Satellite Inspection Qualifier,AI-ASSISTANT-ROOF-SWARM,3000.0,2000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=3000.00&currency=USD&item=AI-ASSISTANT-ROOF-SWARM,15-Minute Storm Lead Speed-to-Lead Simulation Audit
GEN-NEW-05283,Savannah Roofing Systems,AI Storm Surge Lead Intake & Satellite Inspection Qualifier,AI-ASSISTANT-ROOF-SWARM,3000.0,2000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=3000.00&currency=USD&item=AI-ASSISTANT-ROOF-SWARM,15-Minute Storm Lead Speed-to-Lead Simulation Audit
GEN-NEW-05302,Colorado Springs Roofing Services,AI Storm Surge Lead Intake & Satellite Inspection Qualifier,AI-ASSISTANT-ROOF-SWARM,3000.0,2000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=3000.00&currency=USD&item=AI-ASSISTANT-ROOF-SWARM,15-Minute Storm Lead Speed-to-Lead Simulation Audit
GEN-NEW-05321,St. Petersburg Roofing Partners,AI Storm Surge Lead Intake & Satellite Inspection Qualifier,AI-ASSISTANT-ROOF-SWARM,3000.0,2000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=3000.00&currency=USD&item=AI-ASSISTANT-ROOF-SWARM,15-Minute Storm Lead Speed-to-Lead Simulation Audit
GEN-NEW-05340,Charlotte Roofing Contractors,AI Storm Surge Lead Intake & Satellite Inspection Qualifier,AI-ASSISTANT-ROOF-SWARM,3000.0,2000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=3000.00&currency=USD&item=AI-ASSISTANT-ROOF-SWARM,15-Minute Storm Lead Speed-to-Lead Simulation Audit
